Variable Name;"Cohort/Measure in ""Most Recent"" Datafile";Merged file Drawn From (MergedXXXX_YY_PP.csv);;
OMENRUP8_FTNFT_POOLED_SUPP;AY 2015-16 cohort, reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRSOM_FTNFT);2023_24;;
OMAWDP6_PTNFT_POOLED_SUPP;AY 2015-16 cohort, reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRSOM_PTNFT);2023_24;;
OMAWDP8_PTNFT_POOLED_SUPP;AY 2015-16 cohort, reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRSOM_PTNFT);2023_24;;
OMENRYP8_PTNFT_POOLED_SUPP;AY 2015-16 cohort, reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRSOM_PTNFT);2023_24;;
OMENRAP8_PTNFT_POOLED_SUPP;AY 2015-16 cohort, reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRSOM_PTNFT);2023_24;;
OMENRUP8_PTNFT_POOLED_SUPP;AY 2015-16 cohort, reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRSOM_PTNFT);2023_24;;
SCHTYPE;PEPS as of 02/06/2025;2023_24;;
OPEFLAG;AcadYr 2023-24, reported in IPEDS DCY2023-24;2023_24;;
PRGMOFR;AcadYr 2023-24, reported in IPEDS DCY2023-24;2023_24;;
CIPCODE1;AcadYr 2023-24, reported in IPEDS DCY2023-24. Based on the CIP2020 codes.;2023_24;;
CIPCODE2;AcadYr 2023-24, reported in IPEDS DCY2023-24. Based on the CIP2020 codes.;2023_24;;
CIPCODE3;AcadYr 2023-24, reported in IPEDS DCY2023-24. Based on the CIP2020 codes.;2023_24;;
CIPCODE4;AcadYr 2023-24, reported in IPEDS DCY2023-24. Based on the CIP2020 codes.;2023_24;;
CIPCODE5;AcadYr 2023-24, reported in IPEDS DCY2023-24. Based on the CIP2020 codes.;2023_24;;
CIPCODE6;AcadYr 2023-24, reported in IPEDS DCY2023-24. Based on the CIP2020 codes.;2023_24;;
CIPTITLE1;AcadYr 2023-24, reported in IPEDS DCY2023-24. Based on the CIP2020 codes.;2023_24;;
CIPTITLE2;AcadYr 2023-24, reported in IPEDS DCY2023-24. Based on the CIP2020 codes.;2023_24;;
CIPTITLE3;AcadYr 2023-24, reported in IPEDS DCY2023-24. Based on the CIP2020 codes.;2023_24;;
CIPTITLE4;AcadYr 2023-24, reported in IPEDS DCY2023-24. Based on the CIP2020 codes.;2023_24;;
CIPTITLE5;AcadYr 2023-24, reported in IPEDS DCY2023-24. Based on the CIP2020 codes.;2023_24;;
CIPTITLE6;AcadYr 2023-24, reported in IPEDS DCY2023-24. Based on the CIP2020 codes.;2023_24;;
CIPTFBS1;AcadYr 2023-24, reported in IPEDS DCY2023-24;2023_24;;
CIPTFBS2;AcadYr 2023-24, reported in IPEDS DCY2023-24;2023_24;;
CIPTFBS3;AcadYr 2023-24, reported in IPEDS DCY2023-24;2023_24;;
CIPTFBS4;AcadYr 2023-24, reported in IPEDS DCY2023-24;2023_24;;
CIPTFBS5;AcadYr 2023-24, reported in IPEDS DCY2023-24;2023_24;;
CIPTFBS6;AcadYr 2023-24, reported in IPEDS DCY2023-24;2023_24;;
CIPTFBSANNUAL1;AcadYr 2023-24, reported in IPEDS DCY2023-24;2023_24;;
CIPTFBSANNUAL2;AcadYr 2023-24, reported in IPEDS DCY2023-24;2023_24;;
CIPTFBSANNUAL3;AcadYr 2023-24, reported in IPEDS DCY2023-24;2023_24;;
CIPTFBSANNUAL4;AcadYr 2023-24, reported in IPEDS DCY2023-24;2023_24;;
CIPTFBSANNUAL5;AcadYr 2023-24, reported in IPEDS DCY2023-24;2023_24;;
CIPTFBSANNUAL6;AcadYr 2023-24, reported in IPEDS DCY2023-24;2023_24;;
MTHCMP1;AcadYr 2023-24, reported in IPEDS DCY2023-24;2023_24;;
MTHCMP2;AcadYr 2023-24, reported in IPEDS DCY2023-24;2023_24;;
MTHCMP3;AcadYr 2023-24, reported in IPEDS DCY2023-24;2023_24;;
MTHCMP4;AcadYr 2023-24, reported in IPEDS DCY2023-24;2023_24;;
MTHCMP5;AcadYr 2023-24, reported in IPEDS DCY2023-24;2023_24;;
MTHCMP6;AcadYr 2023-24, reported in IPEDS DCY2023-24;2023_24;;
POOLYRSOM_ALL;Number of years of data pooled to calculate OM*_ALL;2023_24;;
POOLYRSOM_FIRSTTIME;Number of years of data pooled to calculate OM*_FIRSTTIME;2023_24;;
POOLYRSOM_NOTFIRSTTIME;Number of years of data pooled to calculate OM*_NOTFIRSTTIME;2023_24;;
POOLYRSOM_FULLTIME;Number of years of data pooled to calculate OM*_FULLTIME;2023_24;;
POOLYRSOM_PARTTIME;Number of years of data pooled to calculate OM*_PARTTIME;2023_24;;
OMENRYP_ALL;AY 2015-16 cohort, reported in IPEDS DCY2023-24;2023_24;;
OMENRAP_ALL;AY 2015-16 cohort, reported in IPEDS DCY2023-24;2023_24;;
OMAWDP8_ALL;AY 2015-16 cohort, reported in IPEDS DCY2023-24;2023_24;;
OMENRUP_ALL;AY 2015-16 cohort, reported in IPEDS DCY2023-24;2023_24;;
OMENRYP_FIRSTTIME;AY 2015-16 cohort, reported in IPEDS DCY2023-24;2023_24;;
OMENRAP_FIRSTTIME;AY 2015-16 cohort, reported in IPEDS DCY2023-24;2023_24;;
OMAWDP8_FIRSTTIME;AY 2015-16 cohort, reported in IPEDS DCY2023-24;2023_24;;
OMENRUP_FIRSTTIME;AY 2015-16 cohort, reported in IPEDS DCY2023-24;2023_24;;
OMENRYP_NOTFIRSTTIME;AY 2015-16 cohort, reported in IPEDS DCY2023-24;2023_24;;
OMENRAP_NOTFIRSTTIME;AY 2015-16 cohort, reported in IPEDS DCY2023-24;2023_24;;
OMAWDP8_NOTFIRSTTIME;AY 2015-16 cohort, reported in IPEDS DCY2023-24;2023_24;;
OMENRUP_NOTFIRSTTIME;AY 2015-16 cohort, reported in IPEDS DCY2023-24;2023_24;;
OMENRYP_FULLTIME;AY 2015-16 cohort, reported in IPEDS DCY2023-24;2023_24;;
OMENRAP_FULLTIME;AY 2015-16 cohort, reported in IPEDS DCY2023-24;2023_24;;
OMAWDP8_FULLTIME;AY 2015-16 cohort, reported in IPEDS DCY2023-24;2023_24;;
OMENRUP_FULLTIME;AY 2015-16 cohort, reported in IPEDS DCY2023-24;2023_24;;
OMENRYP_PARTTIME;AY 2015-16 cohort, reported in IPEDS DCY2023-24;2023_24;;
OMENRAP_PARTTIME;AY 2015-16 cohort, reported in IPEDS DCY2023-24;2023_24;;
OMAWDP8_PARTTIME;AY 2015-16 cohort, reported in IPEDS DCY2023-24;2023_24;;
OMENRUP_PARTTIME;AY 2015-16 cohort, reported in IPEDS DCY2023-24;2023_24;;
OMENRYP_ALL_POOLED_SUPP;AY 2015-16 cohort, reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRSOM_ALL);2023_24;;
OMENRAP_ALL_POOLED_SUPP;AY 2015-16 cohort, reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRSOM_ALL);2023_24;;
OMAWDP8_ALL_POOLED_SUPP;AY 2015-16 cohort, reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRSOM_ALL);2023_24;;
OMENRUP_ALL_POOLED_SUPP;AY 2015-16 cohort, reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRSOM_ALL);2023_24;;
OMENRYP_FIRSTTIME_POOLED_SUPP;AY 2015-16 cohort, reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRSOM_FIRSTTIME);2023_24;;
OMENRAP_FIRSTTIME_POOLED_SUPP;AY 2015-16 cohort, reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRSOM_FIRSTTIME);2023_24;;
OMAWDP8_FIRSTTIME_POOLED_SUPP;AY 2015-16 cohort, reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRSOM_FIRSTTIME);2023_24;;
OMENRUP_FIRSTTIME_POOLED_SUPP;AY 2015-16 cohort, reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRSOM_FIRSTTIME);2023_24;;
OMENRYP_NOTFIRSTTIME_POOLED_SUPP;AY 2015-16 cohort, reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRSOM_NOTFIRSTTIME);2023_24;;
OMENRAP_NOTFIRSTTIME_POOLED_SUPP;AY 2015-16 cohort, reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRSOM_NOTFIRSTTIME);2023_24;;
OMAWDP8_NOTFIRSTTIME_POOLED_SUPP;AY 2015-16 cohort, reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRSOM_NOTFIRSTTIME);2023_24;;
OMENRUP_NOTFIRSTTIME_POOLED_SUPP;AY 2015-16 cohort, reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRSOM_NOTFIRSTTIME);2023_24;;
OMENRYP_FULLTIME_POOLED_SUPP;AY 2015-16 cohort, reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRSOM_FULLTIME);2023_24;;
OMENRAP_FULLTIME_POOLED_SUPP;AY 2015-16 cohort, reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRSOM_FULLTIME);2023_24;;
OMAWDP8_FULLTIME_POOLED_SUPP;AY 2015-16 cohort, reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRSOM_FULLTIME);2023_24;;
OMENRUP_FULLTIME_POOLED_SUPP;AY 2015-16 cohort, reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRSOM_FULLTIME);2023_24;;
OMENRYP_PARTTIME_POOLED_SUPP;AY 2015-16 cohort, reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRSOM_PARTTIME);2023_24;;
OMENRAP_PARTTIME_POOLED_SUPP;AY 2015-16 cohort, reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRSOM_PARTTIME);2023_24;;
OMAWDP8_PARTTIME_POOLED_SUPP;AY 2015-16 cohort, reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRSOM_PARTTIME);2023_24;;
OMENRUP_PARTTIME_POOLED_SUPP;AY 2015-16 cohort, reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRSOM_PARTTIME);2023_24;;
FTFTPCTPELL;AcadYr 2022-23, reported in IPEDS DCY2023-24;2023_24;;
FTFTPCTFLOAN;AcadYr 2022-23, reported in IPEDS DCY2023-24;2023_24;;
UG12MN;AY2022-23, reported in IPEDS DCY2023-24;2023_24;;
G12MN;AY2022-23, reported in IPEDS DCY2023-24;2023_24;;
SCUGFFN;AcadYr 2022-23, reported in IPEDS DCY2023-24;2023_24;;
POOLYRS_FTFTAIDPCT;Number of years of data pooled to calculate FTFTPCTPELL_POOLED_SUPP and FTFTPCTFLOAN_POOLED_SUPP;2023_24;;
FTFTPCTPELL_POOLED_SUPP;AcadYr 2022-23, reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRS_DCS);2023_24;;
FTFTPCTFLOAN_POOLED_SUPP;AcadYr 2022-23, reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRS_DCS);2023_24;;
SCUGFFN_POOLED;AcadYr 2022-23, reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRS_DCS);2023_24;;
PPLUS_PCT_LOW;"Numerator: FSA AY2019-20; Denominator: AY2019-20, reported in IPEDS DCY2020-21";2020_21;;
PPLUS_PCT_HIGH;"Numerator: FSA AY2019-20; Denominator: AY2019-20, reported in IPEDS DCY2020-21";2020_21;;
PPLUS_PCT_LOW_POOLED_SUPP;"Numerator: FSA AY2019-20; Denominator: AY2019-20, reported in IPEDS DCY2020-21 pooled with previous years (# of total pooled years found in POOLYRS_PLUSPCT)";2020_21;;
PPLUS_PCT_HIGH_POOLED_SUPP;"Numerator: FSA AY2019-20; Denominator: AY2019-20, reported in IPEDS DCY2020-21 pooled with previous years (# of total pooled years found in POOLYRS_PLUSPCT)";2020_21;;
POOLYRS_PLUSPCT;Number of years of data pooled to calculate PPLUS_PCT_LOW_POOLED_SUPP and PPLUS_PCT_HIGH_POOLED_SUPP;2020_21;;
PLUS_DEBT_INST_N;NSLDS AY2019-20, AY2020-21 pooled cohorts;2020_21;;
PLUS_DEBT_INST_MD;NSLDS AY2019-20, AY2020-21 pooled cohorts;2020_21;;
PLUS_DEBT_ALL_N;NSLDS AY2019-20, AY2020-21 pooled cohorts;2020_21;;
PLUS_DEBT_ALL_MD;NSLDS AY2019-20, AY2020-21 pooled cohorts;2020_21;;
PLUS_DEBT_INST_COMP_N;NSLDS AY2019-20, AY2020-21 pooled cohorts;2020_21;;
PLUS_DEBT_INST_COMP_MD;NSLDS AY2019-20, AY2020-21 pooled cohorts;2020_21;;
PLUS_DEBT_INST_COMP_MDPAY10;NSLDS AY2019-20, AY2020-21 pooled cohorts;2020_21;;
PLUS_DEBT_INST_COMP_MD_SUPP;NSLDS AY2019-20, AY2020-21 pooled cohorts;2020_21;;
PLUS_DEBT_INST_COMP_MDPAY10_SUPP;NSLDS AY2019-20, AY2020-21 pooled cohorts;2020_21;;
PLUS_DEBT_ALL_COMP_N;NSLDS AY2019-20, AY2020-21 pooled cohorts;2020_21;;
PLUS_DEBT_ALL_COMP_MD;NSLDS AY2019-20, AY2020-21 pooled cohorts;2020_21;;
PLUS_DEBT_ALL_COMP_MDPAY10;NSLDS AY2019-20, AY2020-21 pooled cohorts;2020_21;;
PLUS_DEBT_ALL_COMP_MD_SUPP;NSLDS AY2019-20, AY2020-21 pooled cohorts;2020_21;;
PLUS_DEBT_ALL_COMP_MDPAY10_SUPP;NSLDS AY2019-20, AY2020-21 pooled cohorts;2020_21;;
PLUS_DEBT_INST_NOCOMP_N;NSLDS AY2019-20, AY2020-21 pooled cohorts;2020_21;;
PLUS_DEBT_INST_NOCOMP_MD;NSLDS AY2019-20, AY2020-21 pooled cohorts;2020_21;;
PLUS_DEBT_ALL_NOCOMP_N;NSLDS AY2019-20, AY2020-21 pooled cohorts;2020_21;;
PLUS_DEBT_ALL_NOCOMP_MD;NSLDS AY2019-20, AY2020-21 pooled cohorts;2020_21;;
PLUS_DEBT_INST_MALE_N;NSLDS AY2019-20, AY2020-21 pooled cohorts;2020_21;;
PLUS_DEBT_INST_MALE_MD;NSLDS AY2019-20, AY2020-21 pooled cohorts;2020_21;;
PLUS_DEBT_ALL_MALE_N;NSLDS AY2019-20, AY2020-21 pooled cohorts;2020_21;;
PLUS_DEBT_ALL_MALE_MD;NSLDS AY2019-20, AY2020-21 pooled cohorts;2020_21;;
PLUS_DEBT_INST_NOMALE_N;NSLDS AY2019-20, AY2020-21 pooled cohorts;2020_21;;
PLUS_DEBT_INST_NOMALE_MD;NSLDS AY2019-20, AY2020-21 pooled cohorts;2020_21;;
PLUS_DEBT_ALL_NOMALE_N;NSLDS AY2019-20, AY2020-21 pooled cohorts;2020_21;;
PLUS_DEBT_ALL_NOMALE_MD;NSLDS AY2019-20, AY2020-21 pooled cohorts;2020_21;;
PLUS_DEBT_INST_PELL_N;NSLDS AY2019-20, AY2020-21 pooled cohorts;2020_21;;
PLUS_DEBT_INST_PELL_MD;NSLDS AY2019-20, AY2020-21 pooled cohorts;2020_21;;
PLUS_DEBT_ALL_PELL_N;NSLDS AY2019-20, AY2020-21 pooled cohorts;2020_21;;
PLUS_DEBT_ALL_PELL_MD;NSLDS AY2019-20, AY2020-21 pooled cohorts;2020_21;;
PLUS_DEBT_INST_NOPELL_N;NSLDS AY2019-20, AY2020-21 pooled cohorts;2020_21;;
PLUS_DEBT_INST_NOPELL_MD;NSLDS AY2019-20, AY2020-21 pooled cohorts;2020_21;;
PLUS_DEBT_ALL_NOPELL_N;NSLDS AY2019-20, AY2020-21 pooled cohorts;2020_21;;
PLUS_DEBT_ALL_NOPELL_MD;NSLDS AY2019-20, AY2020-21 pooled cohorts;2020_21;;
PLUS_DEBT_INST_STAFFTHIS_N;NSLDS AY2019-20, AY2020-21 pooled cohorts;2020_21;;
PLUS_DEBT_INST_STAFFTHIS_MD;NSLDS AY2019-20, AY2020-21 pooled cohorts;2020_21;;
PLUS_DEBT_ALL_STAFFTHIS_N;NSLDS AY2019-20, AY2020-21 pooled cohorts;2020_21;;
PLUS_DEBT_ALL_STAFFTHIS_MD;NSLDS AY2019-20, AY2020-21 pooled cohorts;2020_21;;
PLUS_DEBT_INST_NOSTAFFTHIS_N;NSLDS AY2019-20, AY2020-21 pooled cohorts;2020_21;;
PLUS_DEBT_INST_NOSTAFFTHIS_MD;NSLDS AY2019-20, AY2020-21 pooled cohorts;2020_21;;
PLUS_DEBT_ALL_NOSTAFFTHIS_N;NSLDS AY2019-20, AY2020-21 pooled cohorts;2020_21;;
PLUS_DEBT_ALL_NOSTAFFTHIS_MD;NSLDS AY2019-20, AY2020-21 pooled cohorts;2020_21;;
PLUS_DEBT_INST_STAFFANY_N;NSLDS AY2019-20, AY2020-21 pooled cohorts;2020_21;;
PLUS_DEBT_INST_STAFFANY_MD;NSLDS AY2019-20, AY2020-21 pooled cohorts;2020_21;;
PLUS_DEBT_ALL_STAFFANY_N;NSLDS AY2019-20, AY2020-21 pooled cohorts;2020_21;;
PLUS_DEBT_ALL_STAFFANY_MD;NSLDS AY2019-20, AY2020-21 pooled cohorts;2020_21;;
PLUS_DEBT_INST_NOSTAFFANY_N;NSLDS AY2019-20, AY2020-21 pooled cohorts;2020_21;;
PLUS_DEBT_INST_NOSTAFFANY_MD;NSLDS AY2019-20, AY2020-21 pooled cohorts;2020_21;;
PLUS_DEBT_ALL_NOSTAFFANY_N;NSLDS AY2019-20, AY2020-21 pooled cohorts;2020_21;;
PLUS_DEBT_ALL_NOSTAFFANY_MD;NSLDS AY2019-20, AY2020-21 pooled cohorts;2020_21;;
COUNT_NWNE_3YR;Treasury AY2014-15, AY2015-16 pooled cohort measured in CY2018, CY2019;2018_19;;
COUNT_WNE_3YR;Treasury AY2014-15, AY2015-16 pooled cohort measured in CY2018, CY2019;2018_19;;
CNTOVER150_3YR;Treasury AY2014-15, AY2015-16 pooled cohort measured in CY2018, CY2019, inflation adjusted to 2020 dollars;2018_19;;
DBRR1_FED_UG_N;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
DBRR1_FED_UG_NUM;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
DBRR1_FED_UG_DEN;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
DBRR1_FED_UG_RT;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
DBRR1_FED_GR_N;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
DBRR1_FED_GR_NUM;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
DBRR1_FED_GR_DEN;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
DBRR1_FED_GR_RT;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
DBRR1_FED_UGCOMP_N;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
DBRR1_FED_UGCOMP_NUM;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
DBRR1_FED_UGCOMP_DEN;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
DBRR1_FED_UGCOMP_RT;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
DBRR1_FED_UGNOCOMP_N;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
DBRR1_FED_UGNOCOMP_NUM;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
DBRR1_FED_UGNOCOMP_DEN;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
DBRR1_FED_UGNOCOMP_RT;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
DBRR1_FED_UGUNK_N;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
DBRR1_FED_UGUNK_NUM;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
DBRR1_FED_UGUNK_DEN;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
DBRR1_FED_UGUNK_RT;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
DBRR1_FED_GRCOMP_N;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
DBRR1_FED_GRCOMP_NUM;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
DBRR1_FED_GRCOMP_DEN;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
DBRR1_FED_GRCOMP_RT;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
DBRR1_FED_GRNOCOMP_N;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
DBRR1_FED_GRNOCOMP_NUM;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
DBRR1_FED_GRNOCOMP_DEN;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
DBRR1_FED_GRNOCOMP_RT;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
DBRR4_FED_UG_N;NSLDS AY2013-14, AY2014-15 pooled cohorts measured in 2017-2018, 2018-2019;2018_19;;
DBRR4_FED_UG_NUM;NSLDS AY2013-14, AY2014-15 pooled cohorts measured in 2017-2018, 2018-2019;2018_19;;
DBRR4_FED_UG_DEN;NSLDS AY2013-14, AY2014-15 pooled cohorts measured in 2017-2018, 2018-2019;2018_19;;
DBRR4_FED_UG_RT;NSLDS AY2013-14, AY2014-15 pooled cohorts measured in 2017-2018, 2018-2019;2018_19;;
DBRR4_FED_GR_N;NSLDS AY2013-14, AY2014-15 pooled cohorts measured in 2017-2018, 2018-2019;2018_19;;
DBRR4_FED_GR_NUM;NSLDS AY2013-14, AY2014-15 pooled cohorts measured in 2017-2018, 2018-2019;2018_19;;
DBRR4_FED_GR_DEN;NSLDS AY2013-14, AY2014-15 pooled cohorts measured in 2017-2018, 2018-2019;2018_19;;
DBRR4_FED_GR_RT;NSLDS AY2013-14, AY2014-15 pooled cohorts measured in 2017-2018, 2018-2019;2018_19;;
DBRR4_FED_UGCOMP_N;NSLDS AY2013-14, AY2014-15 pooled cohorts measured in 2017-2018, 2018-2019;2018_19;;
DBRR4_FED_UGCOMP_NUM;NSLDS AY2013-14, AY2014-15 pooled cohorts measured in 2017-2018, 2018-2019;2018_19;;
DBRR4_FED_UGCOMP_DEN;NSLDS AY2013-14, AY2014-15 pooled cohorts measured in 2017-2018, 2018-2019;2018_19;;
DBRR4_FED_UGCOMP_RT;NSLDS AY2013-14, AY2014-15 pooled cohorts measured in 2017-2018, 2018-2019;2018_19;;
DBRR4_FED_UGNOCOMP_N;NSLDS AY2013-14, AY2014-15 pooled cohorts measured in 2017-2018, 2018-2019;2018_19;;
DBRR4_FED_UGNOCOMP_NUM;NSLDS AY2013-14, AY2014-15 pooled cohorts measured in 2017-2018, 2018-2019;2018_19;;
DBRR4_FED_UGNOCOMP_DEN;NSLDS AY2013-14, AY2014-15 pooled cohorts measured in 2017-2018, 2018-2019;2018_19;;
DBRR4_FED_UGNOCOMP_RT;NSLDS AY2013-14, AY2014-15 pooled cohorts measured in 2017-2018, 2018-2019;2018_19;;
DBRR4_FED_UGUNK_N;NSLDS AY2013-14, AY2014-15 pooled cohorts measured in 2017-2018, 2018-2019;2018_19;;
DBRR4_FED_UGUNK_NUM;NSLDS AY2013-14, AY2014-15 pooled cohorts measured in 2017-2018, 2018-2019;2018_19;;
DBRR4_FED_UGUNK_DEN;NSLDS AY2013-14, AY2014-15 pooled cohorts measured in 2017-2018, 2018-2019;2018_19;;
DBRR4_FED_UGUNK_RT;NSLDS AY2013-14, AY2014-15 pooled cohorts measured in 2017-2018, 2018-2019;2018_19;;
DBRR5_FED_UG_N;NSLDS AY2014-15, AY2015-16 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
DBRR5_FED_UG_NUM;NSLDS AY2014-15, AY2015-16 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
DBRR5_FED_UG_DEN;NSLDS AY2014-15, AY2015-16 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
DBRR5_FED_UG_RT;NSLDS AY2014-15, AY2015-16 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
DBRR5_FED_GR_N;NSLDS AY2014-15, AY2015-16 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
DBRR5_FED_GR_NUM;NSLDS AY2014-15, AY2015-16 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
