University/College Name,School Link,City,State,Name of the state,Control,Region,Accessible to Metropolitan Area,Setting,Institution size,Coeducational or Single-sex?,HBCU?,Primary Focus,Undergraduate?,Where do most students live?,Religious?,Tuition and fees without aid,Room and board,Total cost of attendance without aid,Cost of Attendance from year,Types of Aid for international students,Number of international students awarded financial aid/scholarships,Percentage of International students who receive aid,Average amount awarded,Average cost in 2023-2024 after aid (merit or need),Source,Total awarded in millions,Meets full demonstrated need?,Amount of largest Merit Scholarship,Scholarship's Name and Information,Scholarship's Link,Scholarship's Information,2024-2025 adjusted tuition after Merit Scholarship,2024-2025 cost of attendance after largest Merit Scholarship,How to apply,Acceptance rate
Southeastern Louisiana University,https://www.southeastern.edu,Hammond,LA,Louisiana,Public,Southeast (Deep South),,City: Small,10K - 20K,Coeducational,No,Professional,Very High,On-campus,0-None,$20.851,$9.430,$34.281,23-24,Merit,117,"73,1%",$16.571,$17.710,CDS24,$1.9m,N/A,,,,,,TBD,-,"94,9%"
Southern Arkansas University,https://www.sau.edu,Magnolia,AR,Arkansas,Public,South (Central),,Town: Remote,5K - 10K,Coeducational,No,Professional,High,On-campus,0-None,$15.690,$7.358,$27.048,24-25,Merit,35,"71,8%",$13.113,,USN25,$0.5m,N/A,$10.000,Presidential Scholarship,https://web.saumag.edu/international/scholarship/,The top Merit Scholarship available to international students. Consideration is automatic with the admission application. No separate application is required.,$5.690,$17.048,Requires application,67%
Southern Illinois University-Carbondale,https://www.siu.edu,Carbondale,IL,Illinois,Public,Midwest (Great Lakes),,Town: Distant,10K - 20K,Coeducational,No,Professional,High,On-campus,0-None,$13.334,$12.341,$29.358,23-24,Merit,48,"32,0%",$19.220,$10.138,CDS24,$0.9m,N/A,OOS waiver,High Achievers Alternate Tuition Rate,https://cie.siu.edu/international-students/prospective-students/undergraduate/scholarships.php,"This is a program, not a scholarship, that offers a significantly reduced tuition rate to new international students who meet high academic standards (GPA). It is Automatically Awardarded to eligible students.",$13.334,$29.675,Automatic consideration,"90,4%"
Southern Methodist University,https://www.smu.edu,Dallas,TX,Texas,Private,South (Central),"Dallas, TX",Suburb: Large,10K - 20K,Coeducational,No,Balanced,Majority,Off-campus,2-Slightly,$67.038,$19.064,$90.102,24-25,Merit,165,"64,2%",$43.760,$42.930,CDS24,$7.2m,N/A,Full Tuition,President Scholarship,https://www.smu.edu/Provost/saes/academic-enrichment/honors-and-scholars-programs/presidents-scholars/scholarship-information/application,"The most prestigious academic scholarship at SMU. Requires a separate application, essays, and recommendations. Finalists are invited for an on-campus interview.",$0,$23.064,Requires application,"61,2%"
Southern New Hampshire University,https://www.snhu.edu,Manchester,NH,New Hampshire,Private,Northeast (New England),"Boston, MA",Suburb: Midsize,20K+,Coeducational,No,Professional,High,Off-campus,0-None,$17.200,$12.800,$34.000,24-25,Merit,41,"39,3%",$14.855,$18.395,USN25,$0.6m,N/A,,,,,,,-,87%
Southern Utah University,https://www.suu.edu,Cedar City,UT,Utah,Public,West (Rocky Mountains),,Town: Remote,10K - 20K,Coeducational,No,Balanced,Very High,On-campus,0-None,$21.192,$9.236,$34.428,24-25,Merit,468,"94,9%",$10.967,$22.443,CDS24,$5.1m,N/A,,,,,,TBD,-,80%
Southwestern Christian University,https://www.swcu.edu,Bethany,OK,Oklahoma,Private,South (Central),,Suburb: Large,<1K,Coeducational,No,Professional,Very High,On-campus,6-Primarily,$20.523,$9.400,$33.923,23-24,Pending,No data,,No data,,,,,,,,,,,-,
Southwestern University,https://www.southwestern.edu,Georgetown,TX,Texas,Private,South (Central),"Austin, TX",City: Small,1K - 9K,Coeducational,No,Arts and Sciences,Exclusively,On-campus,2-Slightly,$53.613,$16.230,$73.843,24-25,Merit,28,"100,0%",$31.967,$36.519,CDS24,$0.9m,N/A,,,,,,TBD,-,"39,1%"
Spelman College,https://www.spelman.edu,Atlanta,GA,Georgia,Private,Southeast (Deep South),,City: Large,1K - 9K,Women's,Yes,Arts and Sciences,Exclusively,On-campus,1-Historically,$31.556,$18.091,$53.647,24-25,Both,13,"92,9%",$32.665,$17.686,CDS24,$0.4m,No,Full ride,Presidential and Dovey Johnson Roundtree Scholarship,https://www.spelman.edu/admissions/financial-aid/scholarships,"These are highly competitive, premier scholarships. Students are selected from the top of the applicant pool. No separate application is required; consideration is automatic with the admission application.",$0,$4.000,Automatic consideration,"34,1%"
Spring Hill College,https://www.shc.edu,Mobile,AL,Alabama,Private,Southeast (Deep South),,City: Midsize,<1K,Coeducational,No,Balanced,Very High,On-campus,3-Somewhat,$24.054,$12.040,$40.094,24-25,Merit,86,"97,2%",$23.363,,USN25,$2.0m,N/A,$10.000,Presidential Scholarships,https://www.shc.edu/admissions-aid/tuition-financial-aid/net-price-calculator/,"The link is to a calculator. However, the college website confirms that merit-based awards, like the Presidential Scholarship, are Automatically Awardarded to accepted students based on their academic profile.",$14.054,$30.094,Automatic consideration,59%
St. Cloud State University,https://www.stcloudstate.edu,Saint Cloud,MN,Minnesota,Public,Midwest (Great Plains),,City: Small,10K - 20K,Coeducational,No,Professional,High,On-campus,0-None,$8.812,$8.494,$23.747,23-24,Merit,,,,,,,N/A,OOS waiver,Cultural Sharing Scholarship,https://www.stcloudstate.edu/internationalstudents/scholarships/acss.aspx,"A competitive scholarship that reduces tuition. Requires a separate application, essay, and a commitment to completing cultural sharing hours each semester.",$8.812,$21.306,Unclear,"94,9%"
St. John Fisher University,https://www.sjf.edu,Rochester,NY,New York,Private,Northeast (Mid-Atlantic),,Suburb: Large,1K - 9K,Coeducational,No,Professional,High,On-campus,3-Somewhat,$41.190,$14.908,$60.098,24-25,Merit,14,"100,0%",$20.986,$37.022,CDS24,$0.3m,N/A,,,,,,TBD,-,68%
"St. John's College-Annapolis, MD",https://www.sjc.edu,Annapolis,MD,Maryland,Private,Northeast (Mid-Atlantic),"Washington, DC",Suburb: Large,<1K,Coeducational,No,Arts and Sciences,High,On-campus,1-Historically,$40.684,$15.908,$60.592,24-25,Both,71,"97,1%",$24.964,$33.146,USN25,$1.8m,No,,,,,,TBD,-,44%
"St. John's College-Santa Fe, NM",https://www.sjc.edu/santa-fe,Santa Fe,NM,New Mexico,Private,Southwest,,Rural: Fringe,<1K,Coeducational,No,Arts and Sciences,High,On-campus,1-Historically,$40.930,$16.088,$61.018,24-25,Both,47,"98,2%",$31.310,$27.104,USN25,$1.5m,No,,,,,,TBD,-,49%
St. John's University-New York,https://www.stjohns.edu,Queens,NY,New York,Private,Northeast (Mid-Atlantic),New York City,City: Large,10K - 20K,Coeducational,No,Professional,High,On-campus,3-Somewhat,$53.020,$20.530,$77.550,24-25,Both,321,"66,0%",$36.954,$37.082,USN25,$11.9m,No,Full Tuition,International Merit Scholarship,https://www.stjohns.edu/admission/international-admission,All international applicants are automatically considered for merit-based scholarships at the time of admission. No separate application is needed.,$0,$24.530,Automatic consideration,80%
St. Lawrence University,https://www.stlawu.edu,Canton,NY,New York,Private,Northeast (Mid-Atlantic),,Town: Remote,1K - 9K,Coeducational,No,Arts and Sciences,Very High,On-campus,1-Historically,$65.900,$17.000,$86.900,24-25,Both,162,"83,1%",$48.613,$35.737,CDS24,$9.3m,No,Full Tuition,International Scholarships,https://www.stlawu.edu/admissions/financial-aid-scholarships/financial-aid/financial-aid-international-students,The university offers both merit-based and need-based scholarships to international students. Consideration for merit awards is automatic upon admission. The CSS Profile is required for need-based aid.,$0,$21.000,Automatic consideration,"58,5%"
St. Mary's College IN,https://www.saintmarys.edu,Notre Dame,IN,Indiana,Private,Midwest (Great Lakes),,Suburb: Large,1K - 9K,Women's,No,Balanced,Very High,On-campus,3-Somewhat,$53.230,$14.260,$71.490,24-25,Both,14,"100,0%",$43.834,$25.446,CDS24,$0.6m,No,,,,,,TBD,-,"81,1%"
St. Mary's College of Maryland,https://www.smcm.edu,St. Marys City,MD,Maryland,Public,Northeast (Mid-Atlantic),,Rural: Fringe,1K - 9K,Coeducational,No,Arts and Sciences,Very High,On-campus,0-None,$31.312,$15.244,$50.556,24-25,Merit,4,"80,0%",$7.768,$42.216,CDS24,$0.0m,N/A,$18.000,St Mary's Scholarship,https://www.smcm.edu/osfa/types/scholarships/,All students are automatically considered for merit-based scholarships upon admission based on their academic record. No separate application is required.,$13.312,$32.556,Automatic consideration,"75,4%"
St. Mary’s University (Texas),https://www.stmarytx.edu,San Antonio,TX,Texas,Private,South (Central),"Austin, TX",City: Large,1K - 9K,Coeducational,No,Balanced,Majority,On-campus,3-Somewhat,$37.434,$12.894,$54.328,24-25,Merit,10,"7,1%",$31.006,$20.956,CDS24,$1.3m,N/A,Full Tuition,Greehey Scholars Program,https://www.stmarytx.edu/academics/business/programs-and-centers/greehey-scholars-program/,"A premier program for business majors. Requires a separate, competitive application process including an on-campus interview.",$0,$16.894,Requires application,89%
St. Mary's University of Minnesota,https://www.smumn.edu,Winona,MN,Minnesota,Private,Midwest (Great Plains),,Town: Distant,1K - 9K,Coeducational,No,Professional,Minority,On-campus,3-Somewhat,$45.080,$11.200,$60.280,24-25,Both,26,"100,0%",$27.235,,USN25,$0.7m,No,$28.000,International Student Scholarships,https://www.smumn.edu/admission/undergraduate/international-undergraduate-students/,All admitted international students are automatically considered for merit-based scholarships. No separate application is required.,$17.080,$32.280,Automatic consideration,89%
St. Norbert College,https://www.snc.edu,De Pere,WI,Wisconsin,Private,Midwest (Great Lakes),,Suburb: Midsize,1K - 9K,Coeducational,No,Balanced,Very High,On-campus,4-Moderately,$45.580,$14.004,$63.584,24-25,Both,27,"87,1%",$29.721,$31.409,CDS24,$0.8m,No,$27.000,George Washington Scholar,https://www.snc.edu/cge/undergraduatestudents/scholarships.html,The top competitive scholarship. Requires a separate application after admission. Finalists are invited to an on-campus competition.,$18.580,$36.584,Automatic consideration,92%
St. Olaf College,https://www.stolaf.edu,Northfield,MN,Minnesota,Private,Midwest (Great Plains),,Town: Distant,1K - 9K,Coeducational,No,Arts and Sciences,Exclusively,On-campus,2-Slightly,$59.760,$13.630,$77.390,24-25,Both,303,"100,0%",$61.593,$12.377,CDS24,$18.7m,Yes (Need-aware),$30.000,Buntrock Scholarship,https://wp.stolaf.edu/admissions/afford/scholarships/,St. Olaf's highest academic merit award. All applicants are automatically considered based on their admission application. No separate application is required.,$29.760,$47.390,Automatic consideration,"52,1%"
Stanford University,https://www.stanford.edu,Stanford,CA,California,Private,West Coast,SF/Silicon Valley,Suburb: Large,10K - 20K,Coeducational,No,Arts and Sciences,Minority,On-campus,0-None,$65.910,$21.315,$91.225,24-25,Need,248,"26,8%",$75.756,$10.650,CDS24,$18.8m,Yes (Need-aware),,,,,,,-,4%
Stephen F. Austin State University,https://www.sfasu.edu,Nacogdoches,TX,Texas,Public,South (Central),,Town: Remote,10K - 20K,Coeducational,No,Balanced,Very High,On-campus,0-None,$23.428,$13.144,$35.822,23-24,Merit,29,"47,5%",$7.052,$28.770,CDS24,$0.2m,N/A,OOS waiver,Mexico out-of-state tuition waiver program,https://www.sfasu.edu/admissions-and-aid/financial-aid/types-of-aid/scholarships,This is a program that allows eligible citizens and residents of Mexico to pay in-state tuition. It is not a scholarship. A separate application is required.,$11.128,$28.272,Automatic consideration,"88,3%"
Stetson University,https://www.stetson.edu,DeLand,FL,Florida,Private,Southeast,,City: Small,1K - 9K,Coeducational,No,Balanced,Majority,On-campus,2-Slightly,$57.410,$17.728,$79.138,24-25,Both,189,"95,9%",$56.653,$18.597,CDS24,$10.7m,No,Full ride,J Ollie Edmunds Scholarship,https://www.stetson.edu/administration/financial-aid/scholarships/j-ollie-edmunds/,"A premier, full-cost-of-attendance scholarship. Requires a separate nomination and application process. Focuses on academic excellence, leadership, and character.",$0,$4.000,Requires application,"86,4%"
Stevens Institute of Technology,https://www.stevens.edu,Hoboken,NJ,New Jersey,Private,Northeast (Mid-Atlantic),New York City,Suburb: Large,5K - 10K,Coeducational,No,Professional,Majority,On-campus,0-None,$63.462,$19.124,$86.586,24-25,Merit,88,"66,2%",$18.858,$64.744,CDS24,$1.7m,N/A,Full Tuition,Ann P. Neupauer and Global Scholarships,https://www.stevens.edu/page-basic/stevens-scholarships,The Ann P. Neupauer Scholarship is a full-tuition award for women in engineering or computer science. The Global Scholarship is for international students. Both require a separate application after admission.,$0,$23.124,Automatic consideration,"4,4%"
Stockton University,https://www.stockton.edu,Galloway,NJ,New Jersey,Public,Northeast (Mid-Atlantic),"Philadelphia, PA",Rural: Fringe,5K - 10K,Coeducational,No,Balanced,Very High,On-campus,0-None,$24.122,$15.834,$43.956,24-25,Merit,44,"80,5%",$15.252,$27.500,USN25,$0.7m,N/A,,,,,,TBD,-,88%
Stonehill College,https://www.stonehill.edu,easton,MA,Massachusetts,Private,Northeast (New England),,Suburb: Large,1K - 9K,Coeducational,No,Balanced,Very High,On-campus,3-Somewhat,$57.490,$16.020,$77.510,24-25,Merit,36,"78,7%",$30.562,$42.138,USN25,$1.1m,N/A,not specified,Moreau Honors Scholarship,https://www.stonehill.edu/offices-and-services/financial-aid/undergraduate-students/how-to-apply-for-financial-aid/international-students/,"Top applicants are invited to the Moreau Honors Program, which includes a scholarship. Consideration is automatic with the admission application. Other Merit Scholarships are also awarded automatically.",,,,73%
Suffolk University,https://www.suffolk.edu,Boston,MA,Massachusetts,Private,Northeast (New England),"Boston, MA",City: Large,5K - 10K,Coeducational,No,Balanced,Majority,On-campus,0-None,$47.550,$21.326,$72.876,24-25,Merit,368,"67,7%",$16.903,$52.039,USN25,$6.2m,N/A,not specified,,,,,,,85%
SUNY - Binghamton University,https://www.binghamton.edu,Binghamton,NY,New York,Public,Northeast (Mid-Atlantic),,Suburb: Midsize,10K - 20K,Coeducational,No,Arts and Sciences,High,On-campus,0-None,$30.243,$18.809,$53.052,24-25,Merit,138,"24,3%",$5.919,$45.828,CDS24,$0.8m,N/A,not specified,International Student Scholarships,https://www.binghamton.edu/financial-aid/types-of-aid/scholarships/index.html,A limited number of Merit Scholarships are awarded to international students based on academic excellence. Consideration is automatic with the admission application. No separate application needed.,,,Unclear,"37,7%"
SUNY - Oneonta,https://www.oneonta.edu,Oneonta,NY,New York,Public,Northeast (Mid-Atlantic),,Town: Remote,5K - 10K,Coeducational,No,Balanced,Very High,On-campus,0-None,$19.214,$16.310,$39.524,24-25,Merit,,,,$39.042,,,N/A,,,,,,TBD,-,"70,2%"
SUNY - Plattsburgh,https://www.plattsburgh.edu,Plattsburgh,NY,New York,Public,Northeast (Mid-Atlantic),,Town: Distant,1K - 9K,Coeducational,No,Professional,Very High,On-campus,0-None,$18.881,$17.230,$40.111,24-25,Merit,240,FLAG,$8.517,,USN25,,N/A,$13.500,"Global Diversity Award, Campus Community Award, Acade",https://www.plattsburgh.edu/admissions/international/scholarships.html,A range of merit-based scholarships for new international students. All applicants are automatically considered upon admission. No separate application is required.,$5.381,$26.611,Automatic consideration,75%
SUNY - Stony Brook University,https://www.stonybrook.edu,Stony Brook,NY,New York,Public,Northeast (Mid-Atlantic),New York City,Suburb: Large,20K+,Coeducational,No,Arts and Sciences,Majority,On-campus,0-None,$32.454,$18.478,$54.932,24-25,Limited,416,"29,2%",$3.298,$48.714,CDS24,$1.4m,N/A,,,,,,TBD,-,"49,0%"
SUNY - University at Albany,https://www.albany.edu,Albany,NY,New York,Public,Northeast (Mid-Atlantic),,City: Midsize,10K - 20K,Coeducational,No,Arts and Sciences,High,On-campus,0-None,$30.991,$16.423,$51.414,24-25,Merit,213,"56,3%",$7.168,$42.012,CDS24,$1.5m,N/A,,,,,,TBD,-,70%
SUNY - University at Buffalo,https://www.buffalo.edu,Buffalo,NY,New York,Public,Northeast (Mid-Atlantic),,Suburb: Large,20K+,Coeducational,No,Balanced,Majority,On-campus,0-None,$30.571,$17.426,$51.997,24-25,Merit,496,"20,1%",$8.830,$42.496,CDS24,$4.4m,N/A,not specified,Flagship Scholarship,https://www.buffalo.edu/internationaladmissions/learn-about-ub/affordable-costs-and-funding-opportunities/scholarships-funding.html,A merit-based scholarship for international first-year students. All applicants are automatically considered upon admission. No separate application is needed.,,,Automatic consideration,"69,3%"
SUNY College of Environmental Science and Fo,https://www.esf.edu,Syracuse,NY,New York,Public,Northeast (Mid-Atlantic),,City: Midsize,1K - 9K,Coeducational,No,Balanced,High,On-campus,0-None,$22.170,$18.080,$44.250,24-25,Merit,20,"48,2%",$5.035,$37.781,USN25,$0.1m,N/A,,,,,,TBD,-,83%
Susquehanna University,https://www.susqu.edu,Selingsgrove,PA,Pennsylvania,Private,Northeast (Mid-Atlantic),,Town: Distant,1K - 9K,Coeducational,No,Arts and Sciences,Very High,On-campus,2-Slightly,$59.850,$16.100,$79.950,24-25,Merit,23,"75,2%",$49.408,,USN25,$1.1m,N/A,$45.000,International Student Merit Scholarship,https://www.susqu.edu/admission-and-aid/tuition-and-financial-aid/financial-aid-options/scholarships/,All international applicants are automatically considered for merit-based scholarships upon admission. No separate application is necessary.,$14.850,$34.950,Automatic consideration,79%
